frame_id,timestamp,amplitude_horiz,center_horiz,sigma_horiz,offset_horiz,err_amplitude_horiz,err_center_horiz,err_sigma_horiz,err_offset_horiz,amplitude_vert,center_vert,sigma_vert,offset_vert,err_amplitude_vert,err_center_vert,err_sigma_vert,err_offset_vert
249157,11771579808,618.165432424902,7.76725011404302,55.86644575234174,2554.1876600417995,9.035701795875694,2.3280724990398793,1.7934261548345445,4.398063564887475,701.7530109344619,168.41173003850437,80.40527370019274,3291.3802916660497,20.86436535842909,3.212688321422449,3.632478034147142,16.59039590923708
249159,11773589616,605.9098608098593,5.984122809008173,57.85820138038601,2315.0740820841947,8.179079280570551,2.190022610681933,1.6550506569672174,3.817111429155911,704.1826168239936,164.56004250043725,81.48259586223304,2949.5305778067413,20.55924489663709,2.7815310217771922,3.5014772638340133,17.609376392506867
249160,11774594616,594.1458017380079,6.514348485164553,58.27734363518131,2181.806577348668,7.687842601184789,2.1096748252210453,1.6111374854900742,3.6941750610177713,678.2047411204998,162.71153408227616,78.14660138043044,2791.9082676071484,16.789303209480632,2.3886337688275274,2.9540685146967927,14.42319564799886
249162,11776604408,573.6625613298553,7.182472901504879,58.27610105739459,2074.0662112369937,7.29428916654175,2.0742338244649345,1.6009512634070056,3.602305915455976,678.4750940923876,161.14822667360002,78.15678369782921,2634.9850657315737,16.603490128090353,2.250448725456539,2.8903678154787125,14.603335021502655
249163,11777609344,580.6013197035644,6.216150987180801,58.28011365062235,2188.9388577823424,8.26839661891924,2.3209874775404185,1.7642826027903136,3.9247926424622936,666.3324524352735,163.1202766831763,78.41144209787932,2801.3761421649583,17.691912437904655,2.579237646595032,3.174430376831518,15.131954394521491
249165,11779619312,601.0147969019444,7.94752559604642,56.26649331607225,2438.499761867343,8.38621763274853,2.231846223975612,1.727308327585554,4.137861004534783,688.1601300160733,165.38971401869782,78.81649381452569,3134.7059582866455,19.5250759697136,2.916286879260339,3.4297907667104868,16.136660994894665
249166,11780624184,614.595159634598,7.858686970789481,56.34484878017889,2509.7534592455304,9.069200478506886,2.362161653311651,1.8262391335889276,4.464441337283343,651.5408349359107,164.0826146784201,74.33790292399688,3270.229571333443,16.910118779727725,2.8010846758104027,3.131170901931137,13.692837109212821
249168,11782634104,612.4166223965466,7.455077839672783,56.56948036175,2481.8750499347116,8.987945949295591,2.3545643058220005,1.810327570123653,4.366818077650967,677.7249762609193,164.36165161264375,78.09477556453014,3202.7141549459966,19.241277359049644,2.8760684302133055,3.4184743017278407,16.08123058729749
249169,11783639008,598.3200564534715,6.81718583621537,57.46068326078566,2304.160475406306,7.974582179814377,2.156582703585626,1.6482080252792244,3.8284418939299676,707.415919335077,166.0279697118535,82.5480688637063,2931.8194990813163,23.139890121618176,3.185108958210938,3.9508263937699173,19.549312875399817
249171,11785648976,581.4392960923946,7.0131739706327805,57.97231125619618,2110.726358899937,7.830791040404574,2.1905266952999773,1.683548026226863,3.8214777416888834,687.1990423746342,165.3391345646429,80.66650709884462,2685.7193616788913,19.792997426173052,2.852743886987633,3.4739839404570505,16.642939958074006
249172,11786653856,574.2656511316904,6.575614251518517,58.638273074263545,2080.2794437804723,7.8948668902902845,2.249239742439613,1.722691978397127,3.8267404367774027,718.0505455938835,172.72542944717352,87.51399550533064,2624.913842657946,27.889519116978548,4.135563305361818,4.830280039335848,22.166712802465955
249174,11788663736,592.7853890584082,6.327245071234103,57.18489302189177,2341.8810229680557,8.232210829249496,2.239163919871908,1.695793574595255,3.85419743378406,702.0633334643411,172.04265233118588,83.94362833459603,2996.222646207105,24.214383879732726,3.834274118624716,4.266533296574751,18.72568888694206
249175,11789668680,600.7205564682416,8.805610153444416,55.32791704102764,2454.064814799104,8.265402865590708,2.17787029357993,1.7024724947610093,4.162330695446362,685.4956143327662,166.0951766038445,78.70820846944365,3158.6927602733313,20.432463274977454,3.1286525716210094,3.6137853849433643,16.65819358058911
249177,11791678576,625.3849090768102,6.327053778896247,56.64765693666349,2552.6012419932563,9.459146889307185,2.425138897766795,1.8318767511474219,4.388622767972497,680.4925294727457,164.16179638831846,78.50791382550055,3295.3366412928967,18.50448616090022,2.7171228318384135,3.2691552044541186,15.573773599699956
249178,11792683496,625.2657580624008,5.601815651509051,57.66461820018406,2478.3115787366764,9.295051038474549,2.40501580207966,1.8047669011727803,4.253289683247169,699.5021722278982,167.49897835146336,82.7344857704334,3182.5367779783455,23.699794836139954,3.42609882132602,4.122867755500641,19.59673452280303
